""	"Other_DHS_1_obs_exp"	"Other_DHS_2_obs_exp"	"Other_DHS_3_obs_exp"	"Other_DHS_4_obs_exp"	"Other_DHS_5_obs_exp"	"APOBEC_DHS_1_obs_exp"	"APOBEC_DHS_2_obs_exp"	"APOBEC_DHS_3_obs_exp"	"APOBEC_DHS_4_obs_exp"	"APOBEC_DHS_5_obs_exp"	"Other_Rep_1_obs_exp"	"Other_Rep_2_obs_exp"	"Other_Rep_3_obs_exp"	"Other_Rep_4_obs_exp"	"Other_Rep_5_obs_exp"	"APOBEC_Rep_1_obs_exp"	"APOBEC_Rep_2_obs_exp"	"APOBEC_Rep_3_obs_exp"	"APOBEC_Rep_4_obs_exp"	"APOBEC_Rep_5_obs_exp"	"Other_XPD_1_obs_exp"	"Other_XPD_2_obs_exp"	"Other_XPD_3_obs_exp"	"Other_XPD_4_obs_exp"	"Other_XPD_5_obs_exp"	"APOBEC_XPD_1_obs_exp"	"APOBEC_XPD_2_obs_exp"	"APOBEC_XPD_3_obs_exp"	"APOBEC_XPD_4_obs_exp"	"APOBEC_XPD_5_obs_exp"	"Other_XR_1_obs_exp"	"Other_XR_2_obs_exp"	"Other_XR_3_obs_exp"	"Other_XR_4_obs_exp"	"Other_XR_5_obs_exp"	"APOBEC_XR_1_obs_exp"	"APOBEC_XR_2_obs_exp"	"APOBEC_XR_3_obs_exp"	"APOBEC_XR_4_obs_exp"	"APOBEC_XR_5_obs_exp"	"Other_CBS_log_obs_exp"	"Other_Flank_log_obs_exp"	"APOBEC_CBS_log_obs_exp"	"APOBEC_log_Flank_obs_exp"	"Other_Coding_exon_obs_exp"	"Other_Intron_obs_exp"	"Other_3_UTR_obs_exp"	"Other_5_UTR_obs_exp"	"Other_Intergenic_obs_exp"	"APOBEC_Coding_exon_obs_exp"	"APOBEC_Intron_obs_exp"	"APOBEC_3_UTR_obs_exp"	"APOBEC_5_UTR_obs_exp"	"APOBEC_Intergenic_obs_exp"	"Other_Open_obs_exp"	"Other_Close_obs_exp"	"APOBEC_Open_obs_exp"	"APOBEC_Close_obs_exp"	"Genotype"
"299"	0.161127	-0.0251624	-0.101739	-0.196327	-0.42888	0.41512	-0.165315	-0.146193	-0.0133648	-0.0884848	0.470334	0.173204	-0.193503	-0.44144	-0.775192	0.374299	0.0808214	-0.249169	-0.203095	-0.330306	0.137202	-0.0721991	-0.139285	-0.230855	-0.232079	0.173511	0.234207	-0.167432	0.0162681	-0.19476	0.151794	0.0421961	-0.0851676	-0.169858	-0.529202	0.106214	0.144503	-0.0129673	-0.0939068	-0.0667099	-0.0731352	-0.483511	-1.1177	0.0663028	-0.318186	-0.358491	-0.676697	-0.539366	0.272501	0.0672257	-0.0838001	-0.934734	-0.659925	0.103571	-0.618721	0.20122	-0.315562	0.102483	"WT"
"300"	-0.0229341	-0.0905633	-0.134336	-0.353236	-0.670275	0.0808486	-0.387563	-0.283102	-0.49769	-0.259704	0.480089	0.166625	-0.244877	-0.469797	-0.82665	0.815805	0.0791016	-0.400798	-0.667644	-0.958362	-0.110173	-0.268005	-0.152324	-0.315389	-0.330676	0.196103	-0.0661555	-0.161729	-0.54102	-0.862772	0.22158	-0.158185	-0.160672	-0.513129	-0.71069	-0.281472	-0.21179	-0.0971114	0.0829886	-0.970608	-0.54102	-0.789409	-0.454176	-1.34483	-0.529127	-0.429467	-0.482753	-0.155749	0.300417	-0.177484	-0.399645	-0.655351	-0.344828	0.25101	-0.799466	0.11226	-0.768042	0.0115815	"WT"
"301"	0.381992	-0.322852	-0.261007	-0.579148	-0.443234	0.0500349	-0.0557083	-0.0126951	-0.0221354	-0.112649	0.112193	0.0336802	-0.118633	-0.242355	-0.500945	0.196255	-0.0127315	-0.132598	0.0354268	-0.0678723	-0.111346	-0.382273	-0.163499	-0.297764	-0.0904173	-0.0311381	0.15527	-0.0929463	-0.107382	-0.0885861	0.237282	-0.257576	-0.337554	-0.372229	-0.35976	-0.260783	-0.0336729	0.0137124	-0.00499459	0.109481	-0.644625	-0.69263	-2.19849	0.00982011	-0.310737	-0.365427	-0.212454	0.00525625	0.260676	0.332496	-0.0286003	0.127012	0.846305	0.00611846	-0.539658	0.00112486	-0.0329199	-0.00969423	"WT"
"302"	0.199273	-0.221667	-0.208488	-0.313461	-0.297009	0.19381	-0.000663792	-0.153435	-0.197529	-0.0302848	0.23455	0.0616794	-0.199472	-0.310873	-0.636349	0.169745	0.0613615	-0.112922	-0.128141	-0.332811	0.0727781	-0.227771	-0.040488	-0.347915	-0.245667	0.183201	-0.110611	0.124963	-0.185184	-0.195545	0.300721	-0.185842	-0.257276	-0.304362	-0.413398	-0.112525	0.127818	-0.0134362	-0.251206	0.0632406	-1.10769	-0.598483	-1	-0.0300844	-0.229102	-0.364855	-0.325254	-0.173767	0.26938	0.216362	-0.0964434	0.144007	-0.231432	0.0682718	-0.604586	0.155244	-0.148495	0.0905418	"WT"
"303"	0.0695922	0.0135837	0.033497	0.0396297	0.163009	0.00936151	0.0410888	0.0828524	0.154842	0.322966	-0.204429	-0.114112	-0.0155084	0.0692622	0.190969	-0.635322	-0.291193	0.0110233	0.296369	0.538707	0.123362	-0.0265797	0.0305903	0.00183106	0.17895	-0.0188707	-0.0134507	0.0231702	0.159565	0.429225	-0.381957	-0.0787556	0.00337196	0.091165	0.517064	-0.787513	-0.227374	-0.01934	0.220095	0.908475	4.97394	0.806638	3.94461	1.5313	0.508033	0.0906096	0.252452	1.61248	-0.107247	0.727363	0.252876	0.560754	2.39271	-0.301778	0.192005	-0.104719	0.483715	-0.305491	"ERCC2"
"304"	0.0376915	0.031367	0.0778446	0.0549179	0.0141982	0.0161397	0.06067	0.121824	0.162391	0.390932	0.0195311	-0.0140479	-0.0338368	-0.0136998	-0.0350041	-0.863937	-0.360331	0.0155118	0.337631	0.627626	0.0956274	0.0486268	0.0239934	-0.0598678	0.101959	-0.231278	-0.0740112	0.0163252	0.209566	0.670215	-0.143121	0.0113525	0.0153691	0.0173804	0.275186	-0.841172	-0.268422	-0.0213489	0.266924	0.99657	3.79224	0.543387	3.76994	1.45764	0.325156	-0.0494793	0.0426724	1.2126	0.03011	0.880552	0.249542	0.494989	2.59317	-0.309342	-9.95494e-05	0.0396017	0.507962	-0.280473	"ERCC2"
"305"	0.308547	-0.558378	-0.523537	-0.540478	-0.731851	0.114314	-0.348028	-0.528642	-0.649041	-0.777648	-0.251674	0.0694272	-0.336714	-0.378134	-0.753188	-0.186837	0.228689	-0.30195	-0.612022	-1.14209	-0.419318	-0.655149	-0.189822	-0.241287	-0.341855	-0.039776	-0.741336	-0.241695	-0.380134	-0.673428	0.453091	-0.539115	-0.658583	-0.615583	-0.788641	0.203828	-0.343663	-1.09996	-0.547662	-0.521459	-0.773997	-0.977773	-0.432959	-0.954403	-0.127398	-0.542267	-0.710987	-2.04731	0.386656	-1.01197	-0.523214	0.0439464	-0.454176	0.352329	-0.776024	-0.0994295	-0.805114	-0.194219	"WT"
"306"	0.220479	-0.0787633	-0.149495	-0.208874	-0.463028	0.0836014	0.0362571	-0.0635901	-0.269688	-0.227565	0.741014	0.145821	-0.361062	-0.685828	-0.901993	0.552751	0.0117819	-0.197205	-0.351814	-0.505443	0.153403	0.026361	-0.0715956	-0.366699	-0.38455	0.237148	-0.100643	-0.116557	-0.0598739	-0.418583	0.304616	0.0342439	-0.0720126	-0.445001	-0.560573	-0.163767	-0.0110005	0.124368	-0.205926	-0.185866	-0.367371	-0.659271	-0.970854	-0.157176	-0.345249	-0.417188	-1.11344	-0.625091	0.304803	-0.0360643	-0.219866	0.0272248	-0.4489	0.149311	-0.891777	0.27633	-0.383911	0.181853	"WT"
"307"	0.240522	-0.0549272	-0.32735	-0.186654	-0.394663	0.0912462	0.0981905	0.106362	0.0994703	0.0274655	0.349716	0.148674	-0.274095	-0.448684	-0.618513	0.124328	0.0243764	-0.00581712	-0.0596408	-0.00841666	0.0168243	-0.150326	-0.141814	-0.196123	-0.160748	0.192851	0.0570828	0.0553762	0.0284843	0.0878973	0.203276	-0.0277779	-0.227146	-0.226915	-0.402424	-0.141634	0.1127	0.105088	0.116458	0.20818	-0.331131	-0.436809	0.664492	0.0868109	0.074204	-0.406239	-0.288429	-0.515053	0.283246	0.395216	0.00723857	0.292593	1.17148	-0.0251917	-0.662949	0.192081	0.0321573	0.086281	"WT"
"308"	0.182107	-0.405365	-0.262993	-0.391556	-0.352196	-0.150201	0.00738211	0.0178934	0.12758	-0.00638505	0.0929922	0.0958299	-0.237127	-0.513885	-0.646817	0.0174944	-0.00183339	0.0200861	-0.118891	-0.091845	-0.111203	-0.297444	-0.189114	-0.323525	-0.219925	0.00269532	0.0051125	-0.146697	0.0484734	0.0887251	0.221828	-0.110125	-0.448209	-0.39107	-0.518573	-0.275252	0.0400929	0.04885	0.0353705	0.123295	-0.803227	-0.685566	-1.09085	-0.0289358	0.146864	-0.534071	-0.234055	-1.30159	0.35558	0.0588983	-0.0143378	0.25683	1.33097	0.00858728	-0.648417	0.0201715	-0.00955335	0.00364541	"WT"
"309"	0.234906	-0.172661	-0.139829	-0.231518	-0.307971	0.0281731	0.0801255	0.117442	0.11055	0.041271	0.515208	0.13998	-0.27202	-0.521273	-0.742229	0.436599	0.129995	-0.0952392	-0.24645	-0.338989	0.0840507	-0.082585	-0.00221913	-0.338426	-0.229991	0.333241	0.123521	0.0529306	-0.0903267	-0.0743985	0.17479	-0.0709696	-0.0379086	-0.178946	-0.497845	-0.127756	0.213627	0.111138	0.0960324	0.0640137	3.05514	-0.522961	0.510456	0.00396197	-0.124571	-0.411629	-0.729311	0.0794976	0.292405	0.0496308	-0.0918435	0.0207831	1.44136	0.0659307	-0.711415	0.199902	-0.220286	0.190008	"WT"
"310"	0.150898	-0.22272	-0.188889	-0.194605	-0.318123	0.0306468	0.101408	0.00680786	0.0645104	0.0115672	0.325479	0.104753	-0.164163	-0.314297	-0.592103	0.224979	0.0834653	-0.0921079	-0.0471088	-0.117574	-0.0116112	-0.0561402	-0.244887	-0.267884	-0.155462	0.178632	0.0561534	0.00229206	-0.0541436	0.0276778	0.0178792	-0.0159328	-0.203661	-0.171511	-0.374303	-0.149045	0.0826072	-0.048175	0.0761897	0.228234	2.59946	-0.40121	0.635429	0.153818	-0.119526	-0.291815	-0.541089	0.37157	0.228086	0.397858	-0.0302538	0.351674	1.48973	-0.000585853	-0.555026	0.061555	-0.0709089	0.0691247	"ERCC2"
"311"	0.20265	-0.00797123	-0.0362729	-0.174289	-0.358609	0.093479	0.099578	0.0064632	0.0450934	0.0216219	0.628204	0.213702	-0.299447	-0.615342	-0.945432	0.230019	0.122871	-0.00166872	-0.118447	-0.311184	0.211099	-0.00335817	0.00409145	-0.216917	-0.34363	0.145169	0.201383	0.0878973	-0.0373947	-0.150097	0.293229	0.137504	-0.033193	-0.240045	-0.602624	-0.0725146	0.30527	0.099928	-0.0492166	-0.0523593	0.0653517	-0.617333	-0.700439	0.149507	-0.491953	-0.424744	-0.62605	-0.567648	0.303097	0.215119	-0.113197	0.437537	1.34985	0.0588568	-0.844233	0.28168	-0.159244	0.165687	"WT"
"312"	0.284028	-0.409692	-0.596228	-0.738224	-0.582596	0.139823	-0.0273867	0.00149962	0.0555705	-0.0403827	-0.180533	0.140399	-0.219791	-0.343743	-0.668588	-0.108623	-0.0694292	0.0470358	0.00766914	0.141917	-0.374602	-0.548862	-0.146894	-0.46345	-0.302454	0.0600335	-0.0675034	-0.0530177	0.00424969	0.180721	0.277973	-0.693453	-0.396027	-0.657284	-0.538849	-0.250093	-0.000634926	-0.0308197	0.0494774	0.311701	-0.963473	-0.283717	0.88009	-0.0785896	-0.0145462	-0.457239	0.00857294	-0.664482	0.317767	0.767511	0.0212949	0.526069	0.97389	-0.0478886	-0.765337	-0.113745	0.0745054	-0.0415567	"WT"
"313"	0.234084	-0.125353	-0.21888	-0.143537	-0.339296	-0.0920095	-0.00633433	0.167962	-0.179815	-0.346208	0.25118	0.0923563	-0.0999196	-0.350995	-0.552749	0.407603	0.183937	-0.346753	-0.0997	-0.517358	0.0466866	-0.147384	-0.0107142	-0.166418	-0.244167	0.254945	0.0659583	-0.258297	-0.138143	-0.377347	0.293347	-0.0204121	-0.244976	-0.247957	-0.375633	0.111726	0.0190329	-0.131432	-0.184461	-0.247448	-1.32193	-0.483751	0.0513999	-0.339634	-0.0877717	-0.305915	-0.370562	-0.698731	0.242974	-0.0103814	-0.0670182	-0.312665	-0.592158	0.0598259	-0.534111	0.184077	-0.329283	0.253057	"WT"
"314"	0.133182	-0.010101	-0.0314816	-0.126437	-0.129384	0.117336	0.000605805	0.0882502	0.0622875	0.0457365	0.075957	0.0356802	-0.0980654	-0.131942	-0.0967858	-0.218508	-0.0340023	-0.0729455	0.111352	0.236633	-0.0293687	-0.105672	-0.0468808	-0.0982214	0.11486	-0.192381	-0.0082643	0.00399074	0.133353	0.31263	0.211722	-0.0325348	-0.114827	-0.113169	-0.126006	-0.0277897	-0.0676939	-0.0971454	0.0943442	0.361286	1.52376	-0.0506264	1.85875	0.937005	-0.357576	-0.126373	-0.387204	-0.069358	0.115766	-0.109183	0.111472	-0.330005	1.39081	-0.0802175	-0.141774	0.0563477	0.188781	-0.0473757	"ERCC2"
"315"	0.137687	-0.113622	-0.182252	-0.245596	-0.241158	0.0725586	0.034751	-0.193201	0.151508	-0.101259	-0.0994744	0.0429805	-0.113973	-0.129478	-0.268315	0.166278	0.0462536	-0.0658836	-0.146277	-0.155468	-0.0973722	-0.183259	-0.169276	-0.0143553	-0.149146	0.115326	-0.00095538	0.0597429	-0.074119	-0.116733	0.103907	-0.235929	-0.144519	-0.0950697	-0.268155	-0.0288858	0.0874085	0.0147266	0.0306327	-0.12106	-0.842643	-0.455655	0.18442	-0.0848968	-0.651192	-0.145945	0.265809	-0.857696	0.127726	-0.0245562	-0.0891553	-0.00575918	0.935731	0.0672945	-0.234408	0.0555011	-0.184772	0.190046	"WT"
"316"	0.242633	-0.237258	-0.340739	-0.246751	-0.26107	0.206081	-0.150084	-0.315206	-0.392201	-0.572499	-0.160071	0.102349	-0.138666	-0.190424	-0.302739	-0.103418	-0.00600833	-0.313339	-0.25191	-0.514588	-0.269794	-0.203118	-0.0412731	-0.108778	-0.140368	-0.205021	-0.37629	-0.244887	-0.059934	-0.240575	0.0645932	-0.131122	-0.249459	-0.206798	-0.271637	-0.0418388	-0.192394	-0.483708	-0.165383	-0.248865	-2.30743	-0.0825744	-0.594548	-0.399171	-0.914766	-0.214709	-0.450017	-0.774762	0.186817	-0.796824	-0.370092	-0.764474	-0.306457	0.29125	-0.267588	-0.0261492	-0.459431	-0.0484033	"WT"
"317"	0.314105	-0.298352	-0.343949	-0.279755	-0.357648	0.120869	-0.517156	-0.0632192	-0.572889	-0.821896	0.357124	0.0460579	-0.206134	-0.409144	-0.577987	0.643311	0.118652	-0.407656	-0.619328	-0.846579	-0.0294599	-0.176712	-0.112709	-0.316129	-0.210364	-0.111667	-0.0478871	-0.655072	-0.457385	-0.426639	0.292311	-0.133424	-0.255432	-0.312565	-0.534264	-0.099343	-0.0937528	-0.259787	-0.510317	-0.783867	-2.11103	-0.44539	-0.505892	-0.828089	-0.171303	-0.39113	-0.625037	-0.777366	0.279436	-0.797428	-0.427762	-0.412631	-0.15056	0.297262	-0.692555	0.0723254	-0.87266	0.0966532	"WT"
"318"	0.137097	0.0112094	-0.0839056	-0.210464	-0.202288	0.0930733	0.120631	0.107139	-0.0339122	-0.00927889	0.330111	0.0721744	-0.142258	-0.222389	-0.373957	0.253953	0.0275787	-0.00942555	-0.0718336	-0.143511	-0.0404034	-0.013825	-0.00129757	-0.154649	-0.108939	0.1874	0.120538	-0.0170652	-0.0252093	0.00863031	0.139889	-0.0742618	-0.0282854	-0.0748968	-0.305056	-0.0985133	0.0848671	0.105303	0.111619	0.0695647	0.274625	-0.147542	-0.032101	0.0610019	-0.295381	-0.201223	-0.171156	-0.233022	0.16827	0.31823	-0.0706544	0.374622	1.06196	0.0354832	-0.307385	0.148374	-0.0755094	0.147372	"WT"
"319"	0.112593	-0.105545	-0.140603	-0.0950096	-0.163803	-0.0849029	-0.10359	-0.0287548	-0.364985	0.0841868	-0.244039	-0.157476	-0.127817	0.0723665	0.304359	-0.0683744	-0.168809	-0.0806584	-0.0736559	0.204454	-0.577054	-0.331334	0.0944388	0.103988	0.228554	-0.790579	-0.153156	0.0716117	-0.000453077	0.18954	0.188376	-0.193445	-0.169558	-0.149101	-0.0919988	0.168308	-0.168345	-0.176322	-0.247255	-0.0694731	-1.42223	0.156772	-0.0772435	-0.266106	-1.5359	-0.0152371	-0.362978	0.247928	0.0425043	-1.63877	-0.012471	-0.889474	-0.353323	0.0485989	0.0814078	-0.123219	-0.0200478	-0.0882087	"WT"
"320"	0.106549	-0.0649461	-0.0366309	-0.0240162	-0.00628507	0.044604	0.0117103	0.100668	0.0761897	0.13359	-0.0722446	-0.0590124	-0.0676243	0.00318484	0.081476	-0.123216	-0.12993	-0.045893	0.0766685	0.253009	-0.0466573	-0.0674898	0.0146409	-0.0151176	0.0857102	-0.024788	-0.0253547	0.0931274	0.0987834	0.204391	0.0828524	-0.029566	-0.0415003	-0.0909443	0.0513721	-0.0686815	-0.0257336	0.103692	0.0200719	0.305749	1.67896	0.153312	1.8625	0.588546	-0.0558747	-0.024835	-0.115029	0.218223	0.0271257	-0.0644407	0.0738476	0.0758612	1.0581	-0.0634574	0.0459322	-0.0457516	0.181141	-0.0936743	"ERCC2"
"321"	0.148856	-0.203859	-0.201818	-0.262815	-0.397222	0.0632544	-0.0707817	-0.0982739	0.0183066	-0.145599	0.48796	0.12083	-0.15986	-0.322475	-0.513057	0.40092	0.131102	-0.12249	-0.137975	-0.246147	-0.0373311	-0.174934	-0.197956	-0.191513	-0.240215	0.0503833	-0.0760811	-0.0394824	-0.0433575	-0.113266	0.354813	-0.0938144	-0.226113	-0.392478	-0.627039	0.10825	0.00820001	-0.109988	-0.136215	-0.103572	-2.95977	-0.732692	0.112473	-0.0169674	-0.843699	-0.317597	-0.487536	-0.788233	0.251652	-0.28767	-0.0727786	-0.306083	0.403769	0.0630887	-0.578941	0.129138	-0.258879	0.118958	"WT"
"322"	0.166805	-0.121072	-0.277176	-0.265841	-0.448229	0.08981	-0.090101	-0.297573	-0.147135	-0.113742	0.593555	0.141197	-0.294763	-0.493579	-0.642628	0.350633	0.0484873	-0.132666	-0.300642	-0.302925	-0.135035	-0.133337	-0.0777321	-0.200647	-0.318225	0.0965587	-0.267502	-0.00648794	-0.208689	-0.160484	0.453734	-0.21923	-0.164635	-0.422636	-0.755695	0.165957	-0.0922217	-0.114571	-0.100104	-0.440802	-0.350497	-0.83746	-1.07039	-0.115751	-0.912361	-0.380713	-1.20953	-0.806604	0.304125	-0.301588	-0.210463	-1.19244	0.364012	0.179702	-0.728684	0.12413	-0.350526	0.035455	"WT"
"323"	0.250925	-0.16019	-0.239021	-0.325017	-0.57657	0.115832	0.0748479	0.0700595	0.0688359	0.0304067	0.390393	0.0596598	-0.163719	-0.431826	-0.788096	0.245033	-0.0501334	-0.0666374	-0.123989	-0.0131595	-0.0168973	-0.121687	-0.0923571	-0.345451	-0.347177	0.10833	0.0951413	0.0436245	-0.040169	0.149754	0.236425	-0.0374006	-0.21558	-0.361157	-0.662515	-0.175454	0.117722	0.130272	0.0585105	0.200241	0.73456	-0.630921	0.473932	-0.108993	-0.127501	-0.411264	-0.871986	-0.654004	0.300311	0.474244	-0.0435403	0.30977	0.667338	0.0180501	-0.696466	0.14193	-0.0334189	0.0998069	"WT"
"324"	0.161075	0.0341171	-0.010534	-0.0464591	-0.210999	0.129059	0.125506	0.0527219	-0.0309243	-0.136494	0.402198	0.146486	-0.15563	-0.257876	-0.4892	0.214237	0.174879	-0.0473563	-0.132276	-0.226826	0.259074	0.0446179	-0.0331724	-0.214505	-0.160472	0.303576	0.152287	-0.0485077	-0.0602589	-0.233595	0.0576236	0.0893626	0.0489894	-0.0655907	-0.194483	-0.0695473	0.107192	0.0595629	-0.0714015	0.11494	3.20263	-0.164037	1.79003	0.269404	-0.00225236	-0.195707	-0.290256	0.390459	0.145143	0.166754	-0.0676213	0.282203	1.22239	0.0285974	-0.313233	0.184356	-0.106756	0.157432	"ERCC2"
"325"	0.205267	-0.212098	-0.33032	-0.335898	-0.519813	0.0958164	0.0686983	-0.0778768	0.000663487	0.0944118	0.231383	-0.00045885	-0.0946245	-0.383938	-0.567641	0.102013	-0.112191	-0.0158963	0.035455	0.031367	-0.264197	-0.157586	-0.0688177	-0.426447	-0.188984	0.0951683	0.0754779	0.000245237	-0.104845	0.11414	0.248061	-0.272644	-0.263688	-0.476908	-0.416027	-0.151436	-0.022131	0.11023	0.035103	0.193406	-0.350497	-0.918061	-0.169925	0.328113	-0.0976115	-0.399471	-0.340351	-0.105933	0.299081	0.736345	0.0169527	0.191487	0.772612	-0.0473563	-0.664112	-0.00258618	0.0304773	-0.0197421	"WT"
"326"	0.195184	-0.17336	-0.21174	-0.264331	-0.250505	0.0466866	0.0395455	0.110978	0.0860364	0.0166675	0.00401951	-0.0217282	-0.180611	-0.206044	-0.0555088	0.022943	-0.0677211	-0.10013	0.00390442	0.229551	-0.287857	-0.233159	-0.118193	-0.152335	0.0684645	0.00452297	-0.0209346	0.0433725	0.110884	0.154389	0.39893	-0.061922	-0.269319	-0.425918	-0.426119	0.178848	0.122288	0.0259926	-0.049433	0.0148123	-0.452858	-0.514116	-0.159199	0.0218919	-0.538375	-0.207108	-0.545298	-0.722153	0.181522	0.000144262	0.0255108	0.237564	0.355501	-0.0203726	-0.213653	-0.0038152	0.100547	-0.00722722	"WT"
"327"	0.280933	-0.353318	-0.359386	-0.365626	-0.406413	0.110791	-0.0771171	-0.00155606	-0.0495838	0.0353424	-0.289395	-0.0406379	-0.258836	-0.203533	0.00776959	-0.045028	-0.0508551	-0.127978	-0.0510434	0.233152	-0.673221	-0.563508	-0.110826	-0.156164	0.144294	-0.101084	-0.07246	-0.15201	0.0935061	0.215343	0.531069	-0.385673	-0.630195	-0.491849	-0.38984	0.0552234	-0.111318	-0.0886459	0.019645	0.13543	-1.02857	-0.805058	-0.302562	0.301822	-0.650198	-0.23609	-0.771239	-1.4813	0.219054	-0.149393	-0.0199352	-0.14428	0.658582	0.0222187	-0.287198	-0.0599761	0.118174	-0.0564027	"WT"
"328"	0.144816	-0.0738487	-0.0923494	-0.0492823	-0.219154	0.0698534	-0.0409495	0.067625	0.00868767	0.13564	0.149155	0.0324394	-0.0776286	-0.0938575	-0.112779	-0.261645	-0.271005	-0.07651	0.161539	0.476299	-0.0598949	-0.0454508	-0.0410163	-0.137259	0.00755434	-0.12619	-0.0203492	-0.119307	0.10912	0.340015	0.0923022	0.0431345	-0.144265	-0.152827	-0.111136	-0.393031	-0.116398	-0.136372	0.110283	0.581602	1.26951	0.231273	2.78119	0.97925	-0.202411	-0.109977	-0.195261	0.248632	0.0913546	0.339605	0.165944	0.165404	1.96337	-0.181617	-0.130557	0.0119393	0.352792	-0.264597	"ERCC2"
"329"	0.279792	-0.159913	-0.240224	-0.319775	-0.324135	0.14223	-0.0382611	-0.162121	0.060836	-0.0562932	-0.112412	0.00115369	-0.141448	-0.186585	-0.30596	-0.00219167	0.0628125	-0.0935096	-0.198371	-0.152146	0.0510519	-0.224479	-0.132235	-0.215613	-0.164002	0.0714195	0.1928	0.103639	-0.303988	-0.129167	0.0224175	-0.175112	-0.122716	-0.155457	-0.251142	-0.10925	-0.0466543	0.0675837	-0.0978044	0.134431	1.60958	0.1343	0.18442	0.374767	-0.0551805	-0.217654	-0.353376	-0.187346	0.183696	0.228172	-0.0786124	-0.0989582	0.445589	0.0471894	-0.306823	0.015783	-0.0678073	-0.0214895	"ERCC2"
"330"	0.288028	-0.292882	-0.370087	-0.561937	-0.534953	0.0544318	-0.0565842	-0.0409792	-0.0350662	0.102766	-0.240173	0.0270549	-0.152717	-0.242297	-0.491835	-0.161272	0.0270691	-0.0315052	-0.117412	-0.0675669	-0.188337	-0.30399	-0.203824	-0.329287	-0.267819	0.181204	0.0366651	0.0306045	-0.11939	-0.101806	0.217591	-0.405482	-0.412693	-0.457974	-0.337671	0.106389	-0.0326454	-0.0724691	-0.0222453	0.0472033	-1.17313	-0.706856	-0.0840646	-0.713485	0.134642	-0.338207	-0.559737	-1.99783	0.267236	0.228702	-0.162263	-0.0310924	0.149715	0.125559	-0.507507	-0.0324492	-0.0874774	-0.0759168	"WT"
"331"	0.22779	-0.126815	-0.147162	-0.286457	-0.475655	0.202462	-0.00694741	-0.289408	-0.322341	-0.285747	0.553626	0.125757	-0.172513	-0.503053	-0.87899	0.571182	0.224695	-0.175286	-0.508574	-0.929806	0.123415	-0.0764765	-0.108427	-0.339962	-0.33442	0.168565	-0.0319137	0.0112523	-0.391094	-0.43365	0.207618	0.00548622	-0.191882	-0.272005	-0.546115	0.159616	0.014341	-0.151703	-0.205457	-0.512357	-1.12212	-0.395291	-1.04264	-0.569248	-0.404863	-0.383691	-0.605563	-1.05807	0.2841	0.135272	-0.318804	-0.11045	-0.589763	0.219884	-0.738691	0.254183	-0.672416	0.201145	"WT"
"332"	0.235053	-0.247657	-0.208778	-0.38727	-0.352334	0.0486547	0.0056012	0.040163	0.0897151	0.214386	0.151002	0.214299	-0.169013	-0.40024	-0.649607	-0.147164	-0.0977689	-0.00877368	0.00731034	0.244741	-0.0932895	-0.178832	0.0534589	-0.337523	-0.317006	0.0392788	0.0357084	0.0357647	0.0494774	0.237331	0.205367	-0.138173	-0.228566	-0.301284	-0.461639	-0.161253	0.0029257	0.108558	0.146903	0.273194	-0.522055	-0.692564	0.728974	0.0389418	0.0765728	-0.372524	-0.616295	-0.233342	0.275412	0.629025	0.0137981	0.556876	1.30366	-0.0493748	-0.557457	0.100116	0.17145	-0.0413726	"WT"
"333"	0.430275	-0.72977	-0.673419	-0.745578	-0.536323	0.414677	-0.439003	-0.973427	-1.16314	-1.35262	-0.792864	-0.0572956	-0.232416	-0.130931	-0.29896	-0.446522	-0.291027	-0.339677	-0.167347	-0.942146	-0.878955	-1.01824	-0.346091	-0.207973	0.160598	-1.0028	-0.786597	0.188705	-0.862213	-0.647592	0.176476	-0.827479	-0.578648	-0.572497	-0.283717	0.143459	-1.07868	-0.413232	-0.637271	-1.07622	-0.565596	-1.04015	-0.367371	-0.0782194	-0.195482	-0.44063	-0.813337	-1.46728	0.339137	-0.292781	-0.651505	-1.11991	-1.19535	0.416764	-0.575667	-0.143696	-0.831761	-0.244887	"WT"
"334"	0.151651	-0.00368068	0.00662118	0.0223323	-0.116332	0.111432	0.151664	0.100318	0.0675424	0.1254	0.23749	0.1523	-0.085186	-0.163242	-0.371658	0.0252131	0.0246743	-0.0322102	0.0499653	0.0235534	0.136428	0.110096	0.0158543	-0.100121	-0.0877594	0.218955	0.175122	0.0237096	0.0956949	0.0385486	0.0742999	0.128452	0.090718	-0.0146745	-0.218195	-0.135789	0.144216	0.280838	0.123309	0.111419	0.721486	-0.243701	-0.736966	-0.0679555	0.0654758	-0.199153	-0.0854768	0.184763	0.158337	0.709361	-0.000669566	0.262842	1.13181	-0.0303967	-0.311145	0.212756	0.0557926	0.0931545	"WT"
